,text,sentiment
1278, yep  itll be awesome to the max  haha,2
1279, heading off to poole around 4ish  has some serious gardening to do before we go no tweetdeck til sunday evening,0
1280,too sick for rigging tomorrow,0
1281,have to go to the dreaded dmv tomorrow,0
1282,is on her way to nottingham icof tonight then no more gigs umtil download fail,0
1283, how are you,1
1284,  that jasper clip is my first favorite twitter message,1
1285, hey r u back in la right nowwhat was ur favorite part bout europe ive never been out of the country xcept canada  xo jenna,0
1286,handz it was quiet unfortunatly but what the hell its good the chill out too right,1
1287, i wish i could have time for my xbox  project all tied,2
1288,  your right how was your trip,1
1289,ember yay thanks  coveri sad ang alist please ,1
1290, yay i love it when you host money for breakfast jenna lee  4hrs of you the amazing and so pretty and sexy jenna lee yay,2
1291,gutted the kitchen is empty literally empty no even kidding im so hungry,0
1292,  darn i thought you meant white sox,1
1293,jtv what i was only gone for 30 minutes and youre already showing boobage without me,0
1294,  i just got through doing my work now i can take the whole day off its great being your own boss,2
1295,  poor you lmao just stick your head out the window,0
1296, etherreal was my main preoccupation now its etherreals preoccupation humm me  schizophrenic ,0
1297, dohh is it old i had never heard it im so last year,0
1298, instrumentalists like to give singers a hard time but the vocalists job is the toughest when heshe is sick,0
1299,just got the nashville ihop staff to hit the dougie with me and mayne what a  night,2
1300,i miss matt today,0
1301,4 shifts down 2 to go then its my birthday but should i be getting excited im turning 29 which means im almost 30,1
1302,feeling tempted by high volume of jeeps to start an acura wave me too,1
1303, inorite humid as well,1
1304,heading back home with a win,2
1305,my stomach hurts,0
1306, good luck in the pressure test dont worry everything will be great,2
1307, i really wish i could,2
1308,im very conflicted here  i really like mike but i still have feelings for darrin  its really complicated  i dont know what to do,0
1309, i cant,1
1310, yes maybe but for today i write,1
1311, noticed that yesterday tooim actually really happy about that  startrek,2
1312, back to a frizz head again,1
1313,okay so yesterday was good went food shopping cooked some chicken tacos and bakes some cookies  now i am back at work,2
1314,looking at our photo shoot picscheck out our myspace pics to see themi love them all,2
1315,i had walkathon this morning  and im among the first who arrived at the finishing line,1
1316,little beetle not feeling any love  searches are bring up zilch bar 2 peeps that appear funny ,2
1317, thank ye vaneta  much appreciated,2
1318, bitter  why hug ,1
1319,went 2 see the hannah montana movie wiv jodie on friday and it was well good but i feel nasty for laughing at the lil girl that cryed lol,1
1320,httptwitpiccom67s14  saw a family of five get out of this motor home and into laundromat to clean clothes and bedding,1
1321, lol me too going out at 12am isnt as easy as it used to be,0
1322, quite a few peacocks and oceanographers choice are my new favorites to play,2
1323, yeahhh uve got plenty of great fans and in spain too u should come and play a gig here,2
1324, im having lunch already  ur a lil late buddy,1
1325,ugh nothing to do in the valley  seriously gotta move out of here,0
1326,no keyboard cat ishas been dead for years play yourself off keyboard cat,1
1327, will do,1
1328, that was delicious lets have a walk sometimes with you and your hubby and others me misses you,1
1329, sorry jj i missed that post  ill make sure do so next time,1
1330,28deg c in here all this tech in my room does have the major downside of a lot of heat doesnt help its hot outside 2,0
1331,wow the last hour of twittering that ive been doing has yet to be sent over to twitter  guys bare w me,0
1332,squabbling with people over the internet is great for my tumblarity but bad for my ego when they have more internet friends than me,1
1333, will do hun yes yes,1
1334,leigh thank you  just trying to stay in a positive head space to keep pushing through it all hows things at your end,2
1335,exam is commmmmiinnnnnggggggg ,1
1336,enjoyed this week off work back next week,2
1337, im come and try to find you and be your fan too,2
1338, hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,2
1339,feeling very tierd too much college work,0
1340,mmmreconsituted meat products and weekold veggiesgotta love that rehydrated warm milk for breakfast,2
1341, oh no  say it aint so,0
1342, i hope he does  join  and youll find one,1
1343,thank god for some overcast and ivory trying to get my mom to take me out to lunch egh doesnt look like its gonna work,2
1344,  cant thank you enough who is nitin between,2
1345,  sadly we were too late for traceycakes but we got them elsewhere not the same but still yummy tea w wee on wknd,1
1346, well piss on that i cant get into their site  work nor does it come thru on my phone,0
1347,httptwitpiccom670ar  this is post guitar hero  kicking,0
1348, i dont like kde since ver 40 its like vista  fail,0
1349,just woke up making breakfast,1
1350,httptwitpiccom67fue  my formerly pretty car,1
1351,just thought about my hubby being deployed n now i got the blues  i need a stiff drink but im breastfeeding so no booze for me  ugh,1
1352,i need some motivation in my life oh and some love would be nice too,2
1353, welcome,2
1354,i cant wait to start my weekend im so sick of working i have to selfmedicate and im fresh out of herb,0
1355,itx no credits for me unfortunately,0
1356, its ugly and gray outside even in san diego not too cold will get to 70 but maygray junegloom for us all,0
1357, i so know what you mean,1
1358,cookies are good,2
1359, he loved it so happy birthday   he said you sounded like a mixture of john lennon chrissie hynde and janis joplin,2
1360,griffiths there was a good atmos i decided to stay til closing very funny,2
1361,  supporting superfly all the way,2
1362, i would lime them or lemon  and deal sounds fabulous to me  text me up when youre back,2
1363,why dont you make me feel like you used to,0
1364, how about we start with a true franchise online mode dynasty was huge madden online league not so much,1
1365, im having trouble finding really yummy egg free icecream   favoriteicecream  got any recommendations anyone,1
1366,on my tea break  cant wait to drive home tonite,1
1367,is watching mock the week and is slowing cooking,1
1368, unfortunately i didnt leave the house in time,0
1369,is twubbing again,1
1370,when da heck will the garage man get here i ask you when,0
1371,ok i feel like i need to cry now  i cant believe that in less than 2 years ill be walking across the stage to get a high school diploma,1
1372,just got a ipod touch  downloading apps for it now,1
1373,hey hey happy mothers day  httpplurkcompsvwii,2
1374,   lol on friday its now saturday here lol im in australia,1
1375,alfradique no fun   well hopefully you dont have much more to go,2
1376,night all im trying to get to bed early for oncewell as early as 140 can be for a normal person,1
1377,mothers daylove you madre   chels tonight cant wait for her to see her present,2
